epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,0,,,,0.04963202029466629
0,0,,,0.1498388648033142,
0,1,,,0.15320691466331482,
0,2,,,0.2295803427696228,
0,3,,,0.12490254640579224,
0,4,,,0.1564522236585617,
0,5,,,0.08956211060285568,
0,6,,,0.08044077455997467,
0,7,,,0.07728846371173859,
0,7,,,,0.03938473388552666
0,7,0.054318878799676895,0.1332050859928131,,
1,8,,,0.11758848279714584,
1,9,,,0.12571541965007782,
1,10,,,0.19213446974754333,
1,11,,,0.11748471111059189,
1,12,,,0.1437581181526184,
1,13,,,0.08497293293476105,
1,14,,,0.07507537305355072,
1,15,,,0.07323340326547623,
1,15,,,,0.03786330670118332
1,15,0.05205864831805229,0.11666954308748245,,
2,16,,,0.11533480882644653,
2,17,,,0.11763178557157516,
2,18,,,0.1799352616071701,
2,19,,,0.11011330783367157,
2,20,,,0.13569913804531097,
2,21,,,0.08021875470876694,
2,22,,,0.07021371275186539,
2,23,,,0.07018923759460449,
2,23,,,,0.0362275168299675
2,23,0.04923684149980545,0.11030879616737366,,
3,24,,,0.10483439266681671,
3,25,,,0.11231903731822968,
3,26,,,0.17585474252700806,
3,27,,,0.10498660802841187,
3,28,,,0.12967392802238464,
3,29,,,0.07667635381221771,
3,30,,,0.06695017218589783,
3,31,,,0.06805901229381561,
3,31,,,,0.03522101789712906
3,31,0.047335434705019,0.10528279840946198,,
4,32,,,0.10102596133947372,
4,33,,,0.10774442553520203,
4,34,,,0.1678941547870636,
4,35,,,0.10235561430454254,
4,36,,,0.1267898976802826,
4,37,,,0.07673181593418121,
4,38,,,0.06562983244657516,
4,39,,,0.06654775142669678,
4,39,,,,0.03469816967844963
4,39,0.046164873987436295,0.10218797624111176,,
5,40,,,0.09893135726451874,
5,41,,,0.10475659370422363,
5,42,,,0.16866569221019745,
5,43,,,0.10572236776351929,
5,44,,,0.12217482179403305,
5,45,,,0.08223499357700348,
5,46,,,0.07241490483283997,
5,47,,,0.06804767996072769,
5,47,,,,0.03519531711935997
5,47,0.04671647027134895,0.10321194678544998,,
6,48,,,0.10895147174596786,
6,49,,,0.10239779204130173,
6,50,,,0.1669270396232605,
6,51,,,0.1160397157073021,
6,52,,,0.1430703103542328,
6,53,,,0.080512136220932,
6,54,,,0.06584018468856812,
6,55,,,0.06692097336053848,
6,55,,,,0.035008106380701065
6,55,0.047112010419368744,0.10672113299369812,,
7,56,,,0.10072191804647446,
7,57,,,0.10782644152641296,
7,58,,,0.17048302292823792,
7,59,,,0.10622315108776093,
7,60,,,0.1288311779499054,
7,61,,,0.07458710670471191,
7,62,,,0.06522282212972641,
7,63,,,0.06671026349067688,
7,63,,,,0.03507399931550026
7,63,0.0465182401239872,0.10292943567037582,,
8,64,,,0.09748872369527817,
8,65,,,0.10611679404973984,
8,66,,,0.16738373041152954,
8,67,,,0.1013953685760498,
8,68,,,0.12303130328655243,
8,69,,,0.07435083389282227,
8,70,,,0.06511964648962021,
8,71,,,0.06559664011001587,
8,71,,,,0.034691642969846725
8,71,0.046576276421546936,0.10040026158094406,,
9,72,,,0.09578031301498413,
9,73,,,0.10176670551300049,
9,74,,,0.16097527742385864,
9,75,,,0.09948621690273285,
9,76,,,0.12030106782913208,
9,77,,,0.07232701778411865,
9,78,,,0.06435316056013107,
9,79,,,0.06537420302629471,
9,79,,,,0.034157201647758484
9,79,0.04556245729327202,0.09786277264356613,,
10,80,,,0.09440108388662338,
10,81,,,0.09966234862804413,
10,82,,,0.15914803743362427,
10,83,,,0.09909552335739136,
10,84,,,0.11855074018239975,
10,85,,,0.07197806984186172,
10,86,,,0.06356774270534515,
10,87,,,0.06437269598245621,
10,87,,,,0.03433377668261528
10,87,0.04561709612607956,0.09666235744953156,,
11,88,,,0.0936296209692955,
11,89,,,0.09775080531835556,
11,90,,,0.15634876489639282,
11,91,,,0.09765275567770004,
11,92,,,0.11730258166790009,
11,93,,,0.07071329653263092,
11,94,,,0.06283454596996307,
11,95,,,0.0636657327413559,
11,95,,,,0.03413553163409233
11,95,0.04466001316905022,0.09529615938663483,,
12,96,,,0.0915035828948021,
12,97,,,0.09616153687238693,
12,98,,,0.1529790461063385,
12,99,,,0.09733881801366806,
12,100,,,0.11468636244535446,
12,101,,,0.07057279348373413,
12,102,,,0.0630873367190361,
12,103,,,0.0622357614338398,
12,103,,,,0.034240175038576126
12,103,0.04426060989499092,0.09387967735528946,,
13,104,,,0.09102515876293182,
13,105,,,0.09462707489728928,
13,106,,,0.15113770961761475,
13,107,,,0.09808440506458282,
13,108,,,0.11433349549770355,
13,109,,,0.07017465680837631,
13,110,,,0.0633935034275055,
13,111,,,0.06179148331284523,
13,111,,,,0.03447817265987396
13,111,0.04446543753147125,0.09337940812110901,,
14,112,,,0.08927248418331146,
14,113,,,0.09265653789043427,
14,114,,,0.15016543865203857,
14,115,,,0.09716745465993881,
14,116,,,0.11289136111736298,
14,117,,,0.06869445741176605,
14,118,,,0.06229979917407036,
14,119,,,0.0617244653403759,
14,119,,,,0.03455915302038193
14,119,0.04408261179924011,0.09215618669986725,,
15,120,,,0.08774477243423462,
15,121,,,0.09250436723232269,
15,122,,,0.14711534976959229,
15,123,,,0.09597738087177277,
15,124,,,0.11267900466918945,
15,125,,,0.06847550719976425,
15,126,,,0.06065747141838074,
15,127,,,0.06424041837453842,
15,127,,,,0.0353909507393837
15,127,0.043172404170036316,0.09143990278244019,,
