epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,0,,,,1.3625212907791138
0,0,,,1.1407577991485596,
0,1,,,1.009653091430664,
0,2,,,1.586373209953308,
0,3,,,1.0856074094772339,
0,4,,,1.1242908239364624,
0,5,,,1.0360537767410278,
0,6,,,0.7322033643722534,
0,6,,,,1.0852829217910767
0,6,1.0110642910003662,1.1549814939498901,,
1,7,,,0.8999361991882324,
1,8,,,0.9156723618507385,
1,9,,,1.3596444129943848,
1,10,,,0.9766019582748413,
1,11,,,1.0236520767211914,
1,12,,,0.9605663418769836,
1,13,,,0.7045942544937134,
1,13,,,,1.039923071861267
1,13,0.9652906060218811,1.0161874294281006,,
2,14,,,0.8593547940254211,
2,15,,,0.9049031734466553,
2,16,,,1.241621494293213,
2,17,,,0.9304484128952026,
2,18,,,0.9845021367073059,
2,19,,,0.9308232069015503,
2,20,,,0.6834448575973511,
2,20,,,,0.9942635297775269
2,20,0.9309577345848083,0.9693198800086975,,
3,21,,,0.8237361311912537,
3,22,,,0.889748752117157,
3,23,,,1.1202915906906128,
3,24,,,0.8845668435096741,
3,25,,,0.9556532502174377,
3,26,,,0.9084200859069824,
3,27,,,0.6625215411186218,
3,27,,,,0.9439970850944519
3,27,0.8847150802612305,0.9249358177185059,,
4,28,,,0.7952592968940735,
4,29,,,0.9166437983512878,
4,30,,,1.002923846244812,
4,31,,,0.8401710391044617,
4,32,,,0.9403277039527893,
4,33,,,0.895891547203064,
4,34,,,0.6478613615036011,
4,34,,,,0.9218788146972656
4,34,0.8622777462005615,0.8934204578399658,,
5,35,,,0.7882365584373474,
5,36,,,0.928608775138855,
5,37,,,0.9751320481300354,
5,38,,,0.8232643008232117,
5,39,,,0.9231152534484863,
5,40,,,0.884680986404419,
5,41,,,0.638615608215332,
5,41,,,,0.9041768312454224
5,41,0.8464165329933167,0.8821004033088684,,
6,42,,,0.7611908316612244,
6,43,,,0.8812220096588135,
6,44,,,0.9550859332084656,
6,45,,,0.8182882070541382,
6,46,,,0.9035875797271729,
6,47,,,0.8642138242721558,
6,48,,,0.6271035075187683,
6,48,,,,0.893365740776062
