epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,0,,,,0.5081444382667542
0,0,,,1.2155442237854004,
0,1,,,0.8763265013694763,
0,2,,,0.6804563403129578,
0,3,,,0.8101134300231934,
0,4,,,1.0049644708633423,
0,5,,,0.8322529196739197,
0,6,,,0.8421915769577026,
0,7,,,0.6274498701095581,
0,8,,,0.9573944807052612,
0,9,,,0.7600390315055847,
0,10,,,0.8561724424362183,
0,11,,,0.7497772574424744,
0,12,,,0.938086211681366,
0,13,,,0.7415514588356018,
0,13,,,,0.2975146472454071
0,13,0.9892962574958801,0.8519149422645569,,
1,14,,,0.8211425542831421,
1,15,,,0.675033450126648,
1,16,,,0.5504968166351318,
1,17,,,0.6641858220100403,
1,18,,,0.8234297633171082,
1,19,,,0.7168471217155457,
1,20,,,0.7495594024658203,
1,21,,,0.5773472785949707,
1,22,,,0.8526681661605835,
1,23,,,0.6922245025634766,
1,24,,,0.7973870038986206,
1,25,,,0.6802248954772949,
1,26,,,0.8541910648345947,
1,27,,,0.6804719567298889,
1,27,,,,0.2861243784427643
1,27,0.9209693074226379,0.7249360084533691,,
2,28,,,0.7832180857658386,
2,29,,,0.636273980140686,
2,30,,,0.505048394203186,
2,31,,,0.6172932982444763,
2,32,,,0.7786698341369629,
2,33,,,0.6873325109481812,
2,34,,,0.7006969451904297,
2,35,,,0.5512098670005798,
2,36,,,0.8082258105278015,
2,37,,,0.6599777340888977,
2,38,,,0.7418903708457947,
2,39,,,0.6475882530212402,
2,40,,,0.830376148223877,
2,41,,,0.6610136032104492,
2,41,,,,0.2818344235420227
2,41,0.8670899868011475,0.6869222521781921,,
3,42,,,0.7380332946777344,
3,43,,,0.6015774011611938,
3,44,,,0.49023517966270447,
3,45,,,0.5811914801597595,
3,46,,,0.7317883372306824,
3,47,,,0.6690883636474609,
3,48,,,0.6903723478317261,
3,49,,,0.5251614451408386,
3,50,,,0.7747530341148376,
3,51,,,0.6467401385307312,
3,52,,,0.7448462247848511,
3,53,,,0.6516684293746948,
3,54,,,0.780495822429657,
3,55,,,0.6503284573554993,
3,55,,,,0.2800898849964142
3,55,0.8791422247886658,0.6628714203834534,,
4,56,,,0.7548331618309021,
4,57,,,0.6186037063598633,
4,58,,,0.4725669324398041,
4,59,,,0.5822095274925232,
4,60,,,0.7683174014091492,
4,61,,,0.6847461462020874,
4,62,,,0.6804150938987732,
4,63,,,0.5175937414169312,
4,64,,,0.7860574126243591,
4,65,,,0.7016555666923523,
4,66,,,0.7515202760696411,
4,67,,,0.6202699542045593,
4,68,,,0.7875859141349792,
4,69,,,0.6754416823387146,
4,69,,,,0.2892192602157593
4,69,0.8626540303230286,0.6714696288108826,,
5,70,,,0.7430419921875,
