epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,0,,,,1.7001725435256958
0,0,,,1.317334771156311,
0,1,,,8.364949226379395,
0,2,,,1.0130010843276978,
0,3,,,1.1088382005691528,
0,4,,,3.337066173553467,
0,5,,,3.1537649631500244,
0,6,,,0.9256570935249329,
0,7,,,1.2518068552017212,
0,8,,,1.8815038204193115,
0,9,,,1.003294825553894,
0,10,,,0.9013002514839172,
0,11,,,0.8477171063423157,
0,12,,,0.9759487509727478,
0,13,,,0.878200113773346,
0,14,,,0.9097846150398254,
0,15,,,0.7124961018562317,
0,16,,,0.7432439923286438,
0,17,,,0.6413344740867615,
0,18,,,0.6933162808418274,
0,19,,,0.7278879880905151,
0,20,,,0.6240663528442383,
0,21,,,0.6261261105537415,
0,22,,,0.6261935830116272,
0,23,,,0.4703144133090973,
0,24,,,0.4600638449192047,
0,25,,,0.4685099422931671,
0,26,,,0.5362837314605713,
0,27,,,0.37960338592529297,
0,28,,,0.45532432198524475,
0,29,,,0.4192684590816498,
0,30,,,0.37884604930877686,
0,31,,,0.4576508104801178,
0,32,,,0.39672932028770447,
0,33,,,0.28720924258232117,
0,34,,,0.20631466805934906,
0,35,,,0.31351739168167114,
0,36,,,0.3232327997684479,
0,37,,,0.42379918694496155,
0,38,,,0.24629279971122742,
0,39,,,0.35380804538726807,
0,40,,,0.38399818539619446,
0,41,,,0.33470070362091064,
0,42,,,0.3968585431575775,
0,43,,,0.28231924772262573,
0,44,,,0.28078144788742065,
0,45,,,0.3688226044178009,
0,46,,,0.41115128993988037,
0,47,,,0.4310876131057739,
0,48,,,0.4083160161972046,
0,49,,,0.21522752940654755,
0,50,,,0.27859508991241455,
0,51,,,0.2979657053947449,
0,52,,,0.2169911414384842,
0,53,,,0.26453855633735657,
0,54,,,0.339593768119812,
0,55,,,0.3445879817008972,
0,56,,,0.3524787724018097,
0,57,,,0.3897387683391571,
0,58,,,0.20198571681976318,
0,59,,,0.3232116401195526,
0,60,,,0.41453880071640015,
0,61,,,0.23082701861858368,
0,62,,,0.266398161649704,
0,63,,,0.30319324135780334,
0,64,,,0.32017195224761963,
0,65,,,0.31197303533554077,
0,66,,,0.27751994132995605,
0,67,,,0.2984614372253418,
0,68,,,0.18535558879375458,
0,69,,,0.3857314884662628,
0,70,,,0.2311391830444336,
0,71,,,0.26147356629371643,
0,72,,,0.2222350686788559,
0,73,,,0.387178510427475,
0,74,,,0.1983773410320282,
0,75,,,0.2113524079322815,
0,76,,,0.30891484022140503,
0,77,,,0.3056589663028717,
0,78,,,0.27386966347694397,
0,79,,,0.26939353346824646,
0,80,,,0.28632307052612305,
0,81,,,0.22987546026706696,
0,82,,,0.31696808338165283,
0,83,,,0.20768728852272034,
0,84,,,0.289581835269928,
0,85,,,0.2058081179857254,
0,86,,,0.2920834422111511,
0,87,,,0.2594541609287262,
0,88,,,0.18466801941394806,
0,89,,,0.24512511491775513,
0,90,,,0.22732152044773102,
0,91,,,0.21540194749832153,
0,92,,,0.20351701974868774,
0,93,,,0.287783145904541,
0,94,,,0.2158520519733429,
0,95,,,0.32525959610939026,
0,96,,,0.2764955163002014,
0,97,,,0.1863517165184021,
0,98,,,0.15787482261657715,
0,99,,,0.2707047760486603,
0,100,,,0.17426037788391113,
0,101,,,0.2697702944278717,
0,102,,,0.2976054251194,
0,103,,,0.25240638852119446,
0,104,,,0.27798786759376526,
0,105,,,0.21280398964881897,
0,106,,,0.3102591335773468,
0,107,,,0.19755315780639648,
0,108,,,0.24952207505702972,
0,109,,,0.21018746495246887,
0,109,,,,0.18636567890644073
0,109,0.22461044788360596,0.541184663772583,,
1,110,,,0.22542792558670044,
1,111,,,0.2839944660663605,
1,112,,,0.20938174426555634,
1,113,,,0.21213960647583008,
1,114,,,0.22225522994995117,
1,115,,,0.20593857765197754,
1,116,,,0.12682655453681946,
1,117,,,0.23317845165729523,
1,118,,,0.2528143525123596,
1,119,,,0.23427851498126984,
1,120,,,0.207790806889534,
1,121,,,0.38782015442848206,
1,122,,,0.22420385479927063,
1,123,,,0.13570018112659454,
1,124,,,0.24768243730068207,
1,125,,,0.19069264829158783,
1,126,,,0.309976726770401,
1,127,,,0.1935492306947708,
1,128,,,0.20827741920948029,
1,129,,,0.2453375905752182,
1,130,,,0.21701680123806,
1,131,,,0.18299777805805206,
1,132,,,0.24732977151870728,
1,133,,,0.22476482391357422,
1,134,,,0.19762206077575684,
1,135,,,0.1800283044576645,
1,136,,,0.17862744629383087,
1,137,,,0.312513142824173,
1,138,,,0.2660818099975586,
1,139,,,0.2145986109972,
1,140,,,0.278626024723053,
1,141,,,0.3130527138710022,
1,142,,,0.20520703494548798,
1,143,,,0.1904020756483078,
1,144,,,0.232614204287529,
1,145,,,0.2515845000743866,
1,146,,,0.21120211482048035,
1,147,,,0.30138441920280457,
1,148,,,0.30106136202812195,
1,149,,,0.15755605697631836,
1,150,,,0.19519323110580444,
1,151,,,0.2006264477968216,
1,152,,,0.21807093918323517,
1,153,,,0.20109935104846954,
1,154,,,0.1832086592912674,
1,155,,,0.1853182017803192,
1,156,,,0.1691049486398697,
1,157,,,0.27381616830825806,
1,158,,,0.22255226969718933,
1,159,,,0.23950937390327454,
1,160,,,0.24022428691387177,
1,161,,,0.20618268847465515,
1,162,,,0.21713335812091827,
1,163,,,0.17436176538467407,
1,164,,,0.24693971872329712,
1,165,,,0.23572775721549988,
1,166,,,0.18851818144321442,
1,167,,,0.3403679430484772,
1,168,,,0.32309117913246155,
1,169,,,0.15007874369621277,
1,170,,,0.12323243170976639,
1,171,,,0.20729945600032806,
1,172,,,0.23164160549640656,
1,173,,,0.17689575254917145,
1,174,,,0.2099819928407669,
1,175,,,0.18533332645893097,
1,176,,,0.2080991417169571,
1,177,,,0.1927771270275116,
1,178,,,0.18639349937438965,
1,179,,,0.18784748017787933,
1,180,,,0.16367414593696594,
1,181,,,0.2553164064884186,
1,182,,,0.16702863574028015,
1,183,,,0.20713676512241364,
1,184,,,0.17804525792598724,
1,185,,,0.255197137594223,
1,186,,,0.19467408955097198,
1,187,,,0.14997322857379913,
1,188,,,0.19736190140247345,
1,189,,,0.23601177334785461,
1,190,,,0.24104325473308563,
1,191,,,0.20717215538024902,
1,192,,,0.29991665482521057,
1,193,,,0.15363693237304688,
1,194,,,0.2685474455356598,
1,195,,,0.2289080172777176,
1,196,,,0.1676485240459442,
1,197,,,0.2101951688528061,
1,198,,,0.26826250553131104,
1,199,,,0.20548297464847565,
1,200,,,0.23598551750183105,
1,201,,,0.17045733332633972,
1,202,,,0.21160738170146942,
1,203,,,0.28820160031318665,
1,204,,,0.18127883970737457,
1,205,,,0.15169252455234528,
1,206,,,0.30833420157432556,
1,207,,,0.28976988792419434,
1,208,,,0.2679702341556549,
1,209,,,0.3292328417301178,
1,210,,,0.21681880950927734,
1,211,,,0.20712865889072418,
1,212,,,0.24965156614780426,
1,213,,,0.22487227618694305,
1,214,,,0.24165208637714386,
1,215,,,0.27636921405792236,
1,216,,,0.2253790944814682,
1,217,,,0.13821223378181458,
1,218,,,0.15604646503925323,
1,219,,,0.22207432985305786,
1,219,,,,0.169528529047966
1,219,0.1877427101135254,0.22172687947750092,,
